Medicine Name,Used for ,Activity,pregnancy category,Alcohol,Rating,No of Reviews,,Medicine Name222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dextromethorphan / phenylephrine / triprolidine,Colds & Flu,1%,N,contains alcohol,,,,dextromethorphan / phenylephrine / triprolidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diabetic tussin night time formula,Colds & Flu,1%,C(risk cannot be ruled out),contains alcohol,,,,Diabetic Tussin Night Time Formula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dologen,Colds & Flu,1%,N,contains alcohol,0,1,,Dologen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
doxylamine / phenylephrine,Colds & Flu,1%,N,contains alcohol,,,,doxylamine / phenylephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dristan cold multi symptom formula,Colds & Flu,1%,N,contains alcohol,,,,Dristan Cold Multi Symptom Formula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flutabs,Colds & Flu,1%,N,contains alcohol,,,,Flutabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibuprofen / phenylephrine,Colds & Flu,1%,D(evidence of risk),contains alcohol,,,,ibuprofen / phenylephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mucinex children's cold, cough & sore throat",Colds & Flu,1%,N,contains alcohol,,,,"Mucinex Children's Cold, Cough & Sore Throat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ninjacof,Colds & Flu,1%,C(risk cannot be ruled out),contains alcohol,0,1,,Ninjacof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norel ad,Colds & Flu,1%,N,contains alcohol,9,1,,Norel AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenylephrine / promethazine,Colds & Flu,1%,C(risk cannot be ruled out),contains alcohol,,,,phenylephrine / promethazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly-tussin ac,Colds & Flu,1%,C(risk cannot be ruled out),contains alcohol,,,,Poly-Tussin AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poly hist forte,Colds & Flu,1%,N,contains alcohol,,,,Poly Hist Forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robitussin peak cold nighttime cold + flu,Colds & Flu,1%,N,contains alcohol,,,,Robitussin Peak Cold Nighttime Cold + Flu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ru-hist forte,Colds & Flu,1%,C(risk cannot be ruled out),contains alcohol,,,,Ru-Hist Forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sinus & allergy pe,Colds & Flu,1%,N,contains alcohol,,,,Sinus & Allergy PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sudafed pe head congestion + pain,Colds & Flu,1%,D(evidence of risk),contains alcohol,,,,Sudafed PE Head Congestion + Pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sudafed pe pressure+pain+cough,Colds & Flu,1%,N,contains alcohol,,,,Sudafed PE Pressure+Pain+Cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theraflu flu & sore throat,Colds & Flu,1%,N,contains alcohol,,,,Theraflu Flu & Sore Throat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theraflu nighttime severe cold & cough caplets,Colds & Flu,1%,N,contains alcohol,,,,Theraflu Nighttime Severe Cold & Cough Caplets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theraflu sinus & cold,Colds & Flu,1%,N,contains alcohol,,,,Theraflu Sinus & Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theraflu warming relief daytime severe cold & cough,Colds & Flu,1%,N,contains alcohol,,,,Theraflu Warming Relief Daytime Severe Cold & Cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theraflu warming relief nighttime severe cold & cough,Colds & Flu,1%,C(risk cannot be ruled out),contains alcohol,,,,Theraflu Warming Relief Nighttime Severe Cold & Cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triaminic multi-symptom fever,Colds & Flu,1%,N,contains alcohol,,,,Triaminic Multi-Symptom Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol children’s cold + cough + runny nose,Colds & Flu,1%,N,contains alcohol,,,,Tylenol Children’s Cold + Cough + Runny Nose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol children’s cold + flu,Colds & Flu,1%,N,contains alcohol,,,,Tylenol Children’s Cold + Flu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol cold & cough nighttime,Colds & Flu,1%,N,contains alcohol,,,,Tylenol Cold & Cough Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol cold multi-symptom nighttime liquid,Colds & Flu,1%,N,contains alcohol,,,,Tylenol Cold Multi-Symptom Nighttime Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol plus children's cold,Colds & Flu,1%,N,contains alcohol,,,,Tylenol Plus Children's Cold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol sinus congestion & pain nighttime,Colds & Flu,1%,N,contains alcohol,,,,Tylenol Sinus Congestion & Pain Nighttime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vicks vaposteam,Colds & Flu,1%,C(risk cannot be ruled out),not contains alcohol,,,,Vicks VapoSteam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abatuss dmx,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Abatuss DMX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetaminophen / caffeine,Colds & Flu,0%,N,contains alcohol,,,,acetaminophen / caffeine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetaminophen / chlorpheniramine / dextromethorphan / guaifenesin,Colds & Flu,0%,N,contains alcohol,,,,acetaminophen / chlorpheniramine / dextromethorphan / guaifenesin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetaminophen / chlorpheniramine / dextromethorphan,Colds & Flu,0%,N,contains alcohol,,,,acetaminophen / chlorpheniramine / dextromethorphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetaminophen / dexbrompheniramine,Colds & Flu,0%,N,contains alcohol,0,1,,acetaminophen / dexbrompheniramine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetaminophen / dextromethorphan / diphenhydramine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,acetaminophen / dextromethorphan / diphenhydramine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetaminophen / dextromethorphan / triprolidine,Colds & Flu,0%,,contains alcohol,,,,acetaminophen / dextromethorphan / triprolidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acetaminophen / dextromethorphan,Colds & Flu,0%,N,contains alcohol,,,,acetaminophen / dextromethorphan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advil children's allergy sinus,Colds & Flu,0%,D(evidence of risk),contains alcohol,,,,Advil Children's Allergy Sinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alahist d,Colds & Flu,0%,,contains alcohol,,,,Alahist D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allan tannate pediatric,Colds & Flu,0%,N,contains alcohol,,,,Allan Tannate Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allerest pe,Colds & Flu,0%,N,contains alcohol,,,,Allerest PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allerfrim,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Allerfrim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ambifed cd,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Ambifed CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aphedrid,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Aphedrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avedana medicated chest rub,Colds & Flu,0%,N,not contains alcohol,,,,Avedana Medicated Chest Rub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benadryl allergy plus congestion,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Benadryl Allergy Plus Congestion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bp allergy jr,Colds & Flu,0%,N,contains alcohol,,,,BP Allergy JR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brompheniramine / codeine / phenylephrine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,brompheniramine / codeine / phenylephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c-tanna 12,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,C-Tanna 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camphor / menthol,Colds & Flu,0%,N,not contains alcohol,,,,camphor / menthol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capron dmt,Colds & Flu,0%,N,contains alcohol,,,,Capron DMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carbetapentane / chlorpheniramine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,carbetapentane / chlorpheniramine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
children's triacting,Colds & Flu,0%,N,contains alcohol,,,,Children's Triacting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlophedianol / dexbrompheniramine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,chlophedianol / dexbrompheniramine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlophedianol / dexchlorpheniramine / pseudoephedrine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,chlophedianol / dexchlorpheniramine / pseudoephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlorcyclizine / phenylephrine,Colds & Flu,0%,N,contains alcohol,,,,chlorcyclizine / phenylephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlorex-a 12,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Chlorex-A 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlorex a,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Chlorex A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlorpheniramine / codeine / pseudoephedrine,Colds & Flu,0%,N,contains alcohol,,,,chlorpheniramine / codeine / pseudoephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlorpheniramine / codeine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,chlorpheniramine / codeine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlorpheniramine / phenylephrine / phenyltoloxamine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,chlorpheniramine / phenylephrine / phenyltoloxamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chlortan d,Colds & Flu,0%,N,contains alcohol,,,,ChlorTan D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clear cough pm multi-symptom,Colds & Flu,0%,N,contains alcohol,,,,Clear Cough PM Multi-Symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codar ar,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Codar AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codeine / phenylephrine / triprolidine,Colds & Flu,0%,,contains alcohol,,,,codeine / phenylephrine / triprolidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codimal dm,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,10,2,,Codimal DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coditussin dac,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Coditussin DAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comtrex cold & cough,Colds & Flu,0%,N,contains alcohol,,,,Comtrex Cold & Cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comtrex nighttime cold & cough,Colds & Flu,0%,N,contains alcohol,,,,Comtrex Nighttime Cold & Cough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comtrex severe cold & sinus,Colds & Flu,0%,N,contains alcohol,,,,Comtrex Severe Cold & Sinus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conal,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Conal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conex,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Conex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
contac cold + flu (night) cooling relief liquid,Colds & Flu,0%,N,contains alcohol,,,,Contac Cold + Flu (Night) Cooling Relief Liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dallergy,Colds & Flu,0%,N,contains alcohol,,,,Dallergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dallergy drops,Colds & Flu,0%,N,contains alcohol,,,,Dallergy Drops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decorel forte plus,Colds & Flu,0%,N,contains alcohol,,,,Decorel Forte Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delsym cough & sore throat,Colds & Flu,0%,N,contains alcohol,,,,Delsym Cough & Sore Throat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delsym night time multi-symptom,Colds & Flu,0%,N,contains alcohol,,,,Delsym Night Time Multi-Symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dexbrompheniramine / phenylephrine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,dexbrompheniramine / phenylephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dexchlorpheniramine / dextromethorphan / pseudoephedrine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,dexchlorpheniramine / dextromethorphan / pseudoephedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dextromethorphan / diphenhydramine / phenylephrine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,dextromethorphan / diphenhydramine / phenylephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dextromethorphan / pyrilamine,Colds & Flu,0%,N,contains alcohol,,,,dextromethorphan / pyrilamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dixaphedrine,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Dixaphedrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duraflu,Colds & Flu,0%,N,contains alcohol,,,,Duraflu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dytan-d,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Dytan-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dytan-dm,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Dytan-DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed chlorped d,Colds & Flu,0%,N,contains alcohol,,,,Ed ChlorPed D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excedrin quick tab,Colds & Flu,0%,N,contains alcohol,,,,Excedrin Quick Tab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excedrin tension headache,Colds & Flu,0%,N,contains alcohol,,,,Excedrin Tension Headache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fast freeze,Colds & Flu,0%,N,not contains alcohol,,,,Fast Freeze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flu & severe cold & cough daytime powder,Colds & Flu,0%,N,contains alcohol,,,,Flu & Severe Cold & Cough Daytime Powder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freeze it,Colds & Flu,0%,N,not contains alcohol,,,,Freeze It,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gnp cold relief plus,Colds & Flu,0%,N,contains alcohol,,,,GNP Cold Relief Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
guaifen dac,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Guaifen DAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
histafed,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Histafed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
histex-ac,Colds & Flu,0%,,contains alcohol,,,,Histex-AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
histex-dm,Colds & Flu,0%,N,contains alcohol,,,,Histex-DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
histex-pe,Colds & Flu,0%,N,contains alcohol,,,,Histex-PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lortuss ex,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Lortuss EX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m-end pe,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,M-End PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medicidin-d,Colds & Flu,0%,N,contains alcohol,,,,Medicidin-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mucinex nightshift cold & flu,Colds & Flu,0%,,contains alcohol,,,,Mucinex Nightshift Cold & Flu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nalex-a,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Nalex-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nalex a 12,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Nalex A 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nohist lq,Colds & Flu,0%,N,contains alcohol,,,,NoHist LQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
novahistine,Colds & Flu,0%,N,contains alcohol,,,,Novahistine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onset forte,Colds & Flu,0%,N,contains alcohol,,,,Onset Forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panatuss ped,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Panatuss PED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phena-plus,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Phena-Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenagil,Colds & Flu,0%,N,contains alcohol,,,,Phenagil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pheniramine / phenylephrine,Colds & Flu,0%,,contains alcohol,,,,pheniramine / phenylephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phenylephrine / triprolidine,Colds & Flu,0%,N,contains alcohol,,,,phenylephrine / triprolidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robitussin peak cold daytime cold + flu,Colds & Flu,0%,N,contains alcohol,,,,Robitussin Peak Cold Daytime Cold + Flu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sutan-dm,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,SuTan-DM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tannic-12 s,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Tannic-12 S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theracaps multi-symptom cough & cold reliever,Colds & Flu,0%,N,contains alcohol,,,,Theracaps Multi-Symptom Cough & Cold Reliever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triaminic softchews cough & sore throat,Colds & Flu,0%,N,contains alcohol,,,,Triaminic Softchews Cough & Sore Throat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tricode gf,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Tricode GF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tusnel c,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Tusnel C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tuzistra xr,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Tuzistra XR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol allergy multi-symptom,Colds & Flu,0%,N,contains alcohol,,,,Tylenol Allergy Multi-Symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol children’s cold + cough + sore throat,Colds & Flu,0%,N,contains alcohol,,,,Tylenol Children’s Cold + Cough + Sore Throat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol cough & sore throat nightime,Colds & Flu,0%,N,contains alcohol,,,,Tylenol Cough & Sore Throat Nightime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tylenol cough and sore throat daytime,Colds & Flu,0%,N,contains alcohol,,,,Tylenol Cough and Sore Throat Daytime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vanacof,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Vanacof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vi-sudo,Colds & Flu,0%,C(risk cannot be ruled out),contains alcohol,,,,Vi-Sudo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vicks formula 44 custom care cough & cold pm,Colds & Flu,0%,N,contains alcohol,,,,Vicks Formula 44 Custom Care Cough & Cold PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zodryl dac,Colds & Flu,0%,N,contains alcohol,,,,Zodryl DAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
docusate,Constipation,100%,N,not contains alcohol,5.8,34,,docusate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miralax,Constipation,75%,C(risk cannot be ruled out),not contains alcohol,7.3,182,,MiraLAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colace,Constipation,66%,N,not contains alcohol,5.5,13,,Colace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dulcolax,Constipation,45%,B(no risk in animal studies),not contains alcohol,5.2,960,,Dulcolax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bisacodyl,Constipation,32%,B(no risk in animal studies),not contains alcohol,5.2,1357,,bisacodyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polyethylene glycol 3350,Constipation,30%,C(risk cannot be ruled out),not contains alcohol,7.3,243,,polyethylene glycol 3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dulcolax stool softener,Constipation,25%,N,not contains alcohol,5,1,,Dulcolax Stool Softener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
milk of magnesia,Constipation,22%,N,not contains alcohol,8.7,38,,Milk of Magnesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnesium oxide,Constipation,21%,C(risk cannot be ruled out),not contains alcohol,8.4,15,,magnesium oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
